# i  X         Y         Z
758 -0.196424 -0.293969 -0.353553
759 -0.135299 -0.326641 -0.353553
760 -0.068975 -0.346760 -0.353553
761  0.000000 -0.353553 -0.353553
762  0.068975 -0.346760 -0.353553
763  0.135299 -0.326641 -0.353553
764  0.196424 -0.293969 -0.353553
765  0.250000 -0.250000 -0.353553
766  0.293969 -0.196424 -0.353553
767  0.326641 -0.135299 -0.353553
768  0.346760 -0.068975 -0.353553
769  0.317197  0.000000 -0.386505
770  0.311102  0.061882 -0.386505
771  0.293051  0.121386 -0.386505
772  0.263739  0.176225 -0.386505
773  0.224292  0.224292 -0.386505
774  0.176225  0.263739 -0.386505
775  0.121386  0.293051 -0.386505
776  0.061882  0.311102 -0.386505
777  0.000000  0.317197 -0.386505
778 -0.061882  0.311102 -0.386505
779 -0.121386  0.293051 -0.386505
780 -0.176225  0.263739 -0.386505
781 -0.224292  0.224292 -0.386505
782 -0.263739  0.176225 -0.386505
783 -0.293051  0.121386 -0.386505
784 -0.311102  0.061882 -0.386505
785 -0.317197  0.000000 -0.386505
786 -0.311102 -0.061882 -0.386505
787 -0.293051 -0.121386 -0.386505
788 -0.263739 -0.176225 -0.386505
789 -0.224292 -0.224292 -0.386505
790 -0.176225 -0.263739 -0.386505
791 -0.121386 -0.293051 -0.386505
792 -0.061882 -0.311102 -0.386505
793  0.000000 -0.317197 -0.386505
794  0.061882 -0.311102 -0.386505
795  0.121386 -0.293051 -0.386505
796  0.176225 -0.263739 -0.386505
797  0.224292 -0.224292 -0.386505
798  0.263739 -0.176225 -0.386505
799  0.293051 -0.121386 -0.386505
800  0.311102 -0.061882 -0.386505
801  0.277785  0.000000 -0.415735
802  0.272448  0.054193 -0.415735
803  0.256640  0.106304 -0.415735
804  0.230970  0.154329 -0.415735
805  0.196424  0.196424 -0.415735
806  0.154329  0.230970 -0.415735
807  0.106304  0.256640 -0.415735
808  0.054193  0.272448 -0.415735
809  0.000000  0.277785 -0.415735
810 -0.054193  0.272448 -0.415735
811 -0.106304  0.256640 -0.415735
812 -0.154329  0.230970 -0.415735
813 -0.196424  0.196424 -0.415735
814 -0.230970  0.154329 -0.415735
815 -0.256640  0.106304 -0.415735
816 -0.272448  0.054193 -0.415735
817 -0.277785  0.000000 -0.415735
818 -0.272448 -0.054193 -0.415735
819 -0.256640 -0.106304 -0.415735
820 -0.230970 -0.154329 -0.415735
821 -0.196424 -0.196424 -0.415735
822 -0.154329 -0.230970 -0.415735
823 -0.106304 -0.256640 -0.415735
824 -0.054193 -0.272448 -0.415735
825  0.000000 -0.277785 -0.415735
826  0.054193 -0.272448 -0.415735
827  0.106304 -0.256640 -0.415735
828  0.154329 -0.230970 -0.415735
829  0.196424 -0.196424 -0.415735
830  0.230970 -0.154329 -0.415735
831  0.256640 -0.106304 -0.415735
832  0.272448 -0.054193 -0.415735
833  0.235698  0.000000 -0.440961
834  0.231169  0.045982 -0.440961
835  0.217757  0.090198 -0.440961
836  0.195976  0.130947 -0.440961
837  0.166664  0.166664 -0.440961
838  0.130947  0.195976 -0.440961
839  0.090198  0.217757 -0.440961
840  0.045982  0.231169 -0.440961
841  0.000000  0.235698 -0.440961
842 -0.045982  0.231169 -0.440961
843 -0.090198  0.217757 -0.440961
844 -0.130947  0.195976 -0.440961
845 -0.166664  0.166664 -0.440961
846 -0.195976  0.130947 -0.440961
847 -0.217757  0.090198 -0.440961
848 -0.231169  0.045982 -0.440961
849 -0.235698  0.000000 -0.440961
850 -0.231169 -0.045982 -0.440961
851 -0.217757 -0.090198 -0.440961
852 -0.195976 -0.130947 -0.440961
853 -0.166664 -0.166664 -0.440961
854 -0.130947 -0.195976 -0.440961
855 -0.090198 -0.217757 -0.440961
856 -0.045982 -0.231169 -0.440961
857  0.000000 -0.235698 -0.440961
858  0.045982 -0.231169 -0.440961
859  0.090198 -0.217757 -0.440961
860  0.130947 -0.195976 -0.440961
861  0.166664 -0.166664 -0.440961
862  0.195976 -0.130947 -0.440961
863  0.217757 -0.090198 -0.440961
864  0.231169 -0.045982 -0.440961
865  0.191342  0.000000 -0.461940
866  0.187665  0.037329 -0.461940
867  0.176777  0.073223 -0.461940
868  0.159095  0.106304 -0.461940
869  0.135299  0.135299 -0.461940
870  0.106304  0.159095 -0.461940
871  0.073223  0.176777 -0.461940
872  0.037329  0.187665 -0.461940
873  0.000000  0.191342 -0.461940
874 -0.037329  0.187665 -0.461940
875 -0.073223  0.176777 -0.461940
876 -0.106304  0.159095 -0.461940
877 -0.135299  0.135299 -0.461940
878 -0.159095  0.106304 -0.461940
879 -0.176777  0.073223 -0.461940
880 -0.187665  0.037329 -0.461940
881 -0.191342  0.000000 -0.461940
882 -0.187665 -0.037329 -0.461940
883 -0.176777 -0.073223 -0.461940
884 -0.159095 -0.106304 -0.461940
885 -0.135299 -0.135299 -0.461940
886 -0.106304 -0.159095 -0.461940
887 -0.073223 -0.176777 -0.461940
888 -0.037329 -0.187665 -0.461940
889  0.000000 -0.191342 -0.461940
890  0.037329 -0.187665 -0.461940
891  0.073223 -0.176777 -0.461940
892  0.106304 -0.159095 -0.461940
893  0.135299 -0.135299 -0.461940
894  0.159095 -0.106304 -0.461940
895  0.176777 -0.073223 -0.461940
896  0.187665 -0.037329 -0.461940
897  0.145142  0.000000 -0.478470
898  0.142353  0.028316 -0.478470
899  0.134094  0.055544 -0.478470
900  0.120681  0.080637 -0.478470
901  0.102631  0.102631 -0.478470
902  0.080637  0.120681 -0.478470
903  0.055544  0.134094 -0.478470
904  0.028316  0.142353 -0.478470
905  0.000000  0.145142 -0.478470
906 -0.028316  0.142353 -0.478470
907 -0.055544  0.134094 -0.478470
908 -0.080637  0.120681 -0.478470
909 -0.102631  0.102631 -0.478470
910 -0.120681  0.080637 -0.478470
911 -0.134094  0.055544 -0.478470
912 -0.142353  0.028316 -0.478470
913 -0.145142  0.000000 -0.478470
914 -0.142353 -0.028316 -0.478470
915 -0.134094 -0.055544 -0.478470
916 -0.120681 -0.080637 -0.478470
917 -0.102631 -0.102631 -0.478470
918 -0.080637 -0.120681 -0.478470
919 -0.055544 -0.134094 -0.478470
920 -0.028316 -0.142353 -0.478470
921  0.000000 -0.145142 -0.478470
922  0.028316 -0.142353 -0.478470
923  0.055544 -0.134094 -0.478470
924  0.080637 -0.120681 -0.478470
925  0.102631 -0.102631 -0.478470
926  0.120681 -0.080637 -0.478470
927  0.134094 -0.055544 -0.478470
928  0.142353 -0.028316 -0.478470
929  0.097545  0.000000 -0.490393
930  0.095671  0.019030 -0.490393
931  0.090120  0.037329 -0.490393
932  0.081106  0.054193 -0.490393
933  0.068975  0.068975 -0.490393
934  0.054193  0.081106 -0.490393
935  0.037329  0.090120 -0.490393
936  0.019030  0.095671 -0.490393
937  0.000000  0.097545 -0.490393
938 -0.019030  0.095671 -0.490393
939 -0.037329  0.090120 -0.490393
940 -0.054193  0.081106 -0.490393
941 -0.068975  0.068975 -0.490393
942 -0.081106  0.054193 -0.490393
943 -0.090120  0.037329 -0.490393
944 -0.095671  0.019030 -0.490393
945 -0.097545  0.000000 -0.490393
946 -0.095671 -0.019030 -0.490393
947 -0.090120 -0.037329 -0.490393
948 -0.081106 -0.054193 -0.490393
949 -0.068975 -0.068975 -0.490393
950 -0.054193 -0.081106 -0.490393
951 -0.037329 -0.090120 -0.490393
952 -0.019030 -0.095671 -0.490393
953  0.000000 -0.097545 -0.490393
954  0.019030 -0.095671 -0.490393
955  0.037329 -0.090120 -0.490393
956  0.054193 -0.081106 -0.490393
957  0.068975 -0.068975 -0.490393
958  0.081106 -0.054193 -0.490393
959  0.090120 -0.037329 -0.490393
960  0.095671 -0.019030 -0.490393
961  0.049009  0.000000 -0.497592
962  0.048067  0.009561 -0.497592
963  0.045278  0.018755 -0.497592
964  0.040749  0.027228 -0.497592
965  0.034654  0.034654 -0.497592
966  0.027228  0.040749 -0.497592
967  0.018755  0.045278 -0.497592
968  0.009561  0.048067 -0.497592
969  0.000000  0.049009 -0.497592
970 -0.009561  0.048067 -0.497592
971 -0.018755  0.045278 -0.497592
972 -0.027228  0.040749 -0.497592
973 -0.034654  0.034654 -0.497592
974 -0.040749  0.027228 -0.497592
975 -0.045278  0.018755 -0.497592
976 -0.048067  0.009561 -0.497592
977 -0.049009  0.000000 -0.497592
978 -0.048067 -0.009561 -0.497592
979 -0.045278 -0.018755 -0.497592
980 -0.040749 -0.027228 -0.497592
981 -0.034654 -0.034654 -0.497592
982 -0.027228 -0.040749 -0.497592
983 -0.018755 -0.045278 -0.497592
984 -0.009561 -0.048067 -0.497592
985  0.000000 -0.049009 -0.497592
986  0.009561 -0.048067 -0.497592
987  0.018755 -0.045278 -0.497592
988  0.027228 -0.040749 -0.497592
989  0.034654 -0.034654 -0.497592
990  0.040749 -0.027228 -0.497592
991  0.045278 -0.018755 -0.497592
992  0.048067 -0.009561 -0.497592
993  0.000000  0.000000 -0.500000
