# i  X         Y         Z
185 -0.353553  0.000000 -0.353553
186 -0.326641 -0.135299 -0.353553
187 -0.250000 -0.250000 -0.353553
188 -0.135299 -0.326641 -0.353553
189  0.000000 -0.353553 -0.353553
190  0.135299 -0.326641 -0.353553
191  0.250000 -0.250000 -0.353553
192  0.326641 -0.135299 -0.353553
193  0.277785  0.000000 -0.415735
194  0.256640  0.106304 -0.415735
195  0.196424  0.196424 -0.415735
196  0.106304  0.256640 -0.415735
197  0.000000  0.277785 -0.415735
198 -0.106304  0.256640 -0.415735
199 -0.196424  0.196424 -0.415735
200 -0.256640  0.106304 -0.415735
201 -0.277785  0.000000 -0.415735
202 -0.256640 -0.106304 -0.415735
203 -0.196424 -0.196424 -0.415735
204 -0.106304 -0.256640 -0.415735
205  0.000000 -0.277785 -0.415735
206  0.106304 -0.256640 -0.415735
207  0.196424 -0.196424 -0.415735
208  0.256640 -0.106304 -0.415735
209  0.191342  0.000000 -0.461940
210  0.176777  0.073223 -0.461940
211  0.135299  0.135299 -0.461940
212  0.073223  0.176777 -0.461940
213  0.000000  0.191342 -0.461940
214 -0.073223  0.176777 -0.461940
215 -0.135299  0.135299 -0.461940
216 -0.176777  0.073223 -0.461940
217 -0.191342  0.000000 -0.461940
218 -0.176777 -0.073223 -0.461940
219 -0.135299 -0.135299 -0.461940
220 -0.073223 -0.176777 -0.461940
221  0.000000 -0.191342 -0.461940
222  0.073223 -0.176777 -0.461940
223  0.135299 -0.135299 -0.461940
224  0.176777 -0.073223 -0.461940
225  0.097545  0.000000 -0.490393
226  0.090120  0.037329 -0.490393
227  0.068975  0.068975 -0.490393
228  0.037329  0.090120 -0.490393
229  0.000000  0.097545 -0.490393
230 -0.037329  0.090120 -0.490393
231 -0.068975  0.068975 -0.490393
232 -0.090120  0.037329 -0.490393
233 -0.097545  0.000000 -0.490393
234 -0.090120 -0.037329 -0.490393
235 -0.068975 -0.068975 -0.490393
236 -0.037329 -0.090120 -0.490393
237  0.000000 -0.097545 -0.490393
238  0.037329 -0.090120 -0.490393
239  0.068975 -0.068975 -0.490393
240  0.090120 -0.037329 -0.490393
241  0.000000  0.000000 -0.500000
